Unit Postcode,All usual residents,Males,Females,Households
BT449DL,64,28,36,18
BT449DN,75,39,36,20
BT449DP,*,*,*,*
BT449DQ,54,27,27,14
BT449DR,14,7,7,5
BT449DS,25,14,11,7
BT449DT,44,26,18,11
BT449DU,*,*,*,*
BT449DW,28,13,15,12
BT449DX,31,17,14,9
BT449DY,33,20,13,12
BT449DZ,40,22,18,9
BT449EA,51,26,25,17
BT449EB,108,59,49,29
BT449ED,93,44,49,25
BT449EE,82,42,40,26
BT449EF,92,49,43,27
BT449EG,108,52,56,31
BT449EH,23,14,9,4
BT449EJ,17,12,5,6
BT449EL,50,28,22,14
BT449EN,42,20,22,19
BT449EQ,*,*,*,*
BT449ER,71,32,39,21
BT449ES,71,32,39,33
BT449ET,41,25,16,14
BT449EU,114,54,60,39
BT449EW,60,30,30,23
BT449EX,64,30,34,25
BT449EY,30,16,14,8
BT449EZ,*,*,*,*
BT449FB,*,*,*,*
BT449FD,66,30,36,28
BT449FE,19,10,9,11
BT449HA,15,7,8,6
BT449HB,59,32,27,23
BT449HD,13,7,6,5
BT449HE,32,14,18,8
BT449HF,19,10,9,9
BT449HG,17,10,7,9
BT449HH,56,27,29,21
BT449HJ,65,34,31,22
BT449HL,53,27,26,16
BT449HN,7,3,4,4
BT449HP,30,16,14,12
BT449HQ,*,*,*,*
BT449HR,30,17,13,12
BT449HT,70,33,37,16
BT449HW,*,*,*,*
BT449HX,48,25,23,11
BT449HY,13,9,4,4
BT449HZ,58,32,26,16
BT449JA,*,*,*,*
BT449JB,93,49,44,28
BT449JD,36,22,14,11
BT449JE,28,14,14,8
BT449JF,71,38,33,25
BT449JG,66,33,33,20
BT449JH,55,25,30,20
BT449JJ,207,106,101,60
BT449JL,65,31,34,21
BT449JN,49,31,18,12
BT449JP,*,*,*,*
BT449JQ,90,47,43,22
BT449JR,53,24,29,19
BT449JS,44,22,22,15
BT449JT,37,18,19,11
BT449JU,151,78,73,51
BT449JW,22,12,10,8
BT449JX,66,35,31,22
BT449JY,102,52,50,33
BT449LA,38,18,20,13
BT449LB,25,12,13,13
BT449LE,14,8,6,6
BT449LF,32,22,10,11
BT449LH,18,9,9,8
BT449LJ,53,26,27,15
BT449LL,113,51,62,51
BT449LN,36,18,18,14
BT449LP,58,26,32,20
BT449LQ,66,32,34,27
BT449LR,12,7,5,4
BT449LS,27,10,17,10
BT449LT,*,*,*,*
BT449LU,17,8,9,8
BT449LW,61,28,33,23
BT449LX,58,25,33,28
BT449LY,146,70,76,64
BT449LZ,*,*,*,*
BT449NA,49,31,18,15
BT449NB,12,4,8,3
BT449ND,84,40,44,27
BT449NE,*,*,*,*
BT449NF,43,23,20,13
BT449NG,15,8,7,5
BT449NH,24,12,12,8
BT449NJ,30,11,19,9
BT449NL,29,14,15,10
BT449NN,23,8,15,8
BT449NP,21,9,12,5
BT449NQ,12,7,5,4
BT449NR,*,*,*,*
BT449NS,47,24,23,15
BT449NT,12,6,6,3
BT449NU,20,11,9,6
BT449NW,119,62,57,43
BT449NX,10,6,4,4
BT449NY,18,9,9,6
BT449NZ,17,10,7,6
BT449PA,70,33,37,21
BT449PB,*,*,*,*
BT449PD,21,8,13,6
BT449PE,25,15,10,9
BT449PF,*,*,*,*
BT449PG,29,15,14,6
BT449PH,44,22,22,16
BT449PL,*,*,*,*
BT449PN,*,*,*,*
BT449PP,33,16,17,13
BT449PQ,150,76,74,50
BT449PR,63,35,28,24
BT449PS,58,30,28,18
BT449PU,15,8,7,8
BT449PW,16,9,7,5
BT449PX,*,*,*,*
BT449PY,22,9,13,7
BT449PZ,*,*,*,*
BT449QA,102,51,51,31
BT449QB,51,27,24,25
BT449QD,68,39,29,17
BT449QE,35,19,16,10
BT449QF,*,*,*,*
BT449QG,16,7,9,6
BT449QH,45,26,19,15
BT449QJ,*,*,*,*
BT449QL,13,5,8,4
BT449QN,50,25,25,16
BT449QP,39,21,18,16
BT449QQ,16,8,8,6
BT449QR,13,8,5,3
BT449QS,23,12,11,9
BT449QT,18,9,9,6
BT449QU,40,19,21,18
BT449QW,*,*,*,*
BT449QX,63,26,37,27
BT449QY,36,19,17,11
BT449QZ,41,21,20,14
BT449RA,10,5,5,2
BT449RB,69,35,34,23
BT449RD,13,7,6,5
BT449RE,19,9,10,7
BT449RF,*,*,*,*
BT449RG,42,21,21,17
BT449RH,58,28,30,20
BT449RJ,23,11,12,10
BT449RL,9,4,5,7
BT449RN,15,7,8,6
BT449RP,11,7,4,4
BT449RQ,40,19,21,16
BT449RR,34,17,17,17
BT449RS,30,15,15,11
BT449RT,97,44,53,30
BT449RU,12,5,7,4
BT449RW,21,9,12,8
BT449RX,31,15,16,10
BT449RY,14,7,7,6
BT449RZ,28,12,16,12
BT449SA,*,*,*,*
BT449SB,56,30,26,20
BT449SD,62,38,24,19
BT449SE,14,7,7,4
BT449SF,33,19,14,11
BT455AD,*,*,*,*
BT455AF,*,*,*,*
BT455AG,18,12,6,8
BT455AH,*,*,*,*
BT455AJ,*,*,*,*
BT455AL,*,*,*,*
BT455AP,15,8,7,4
BT455AQ,*,*,*,*
BT455AR,65,31,34,23
BT455AS,111,53,58,39
BT455AT,48,25,23,16
BT455AU,32,17,15,16
BT455AW,26,12,14,15
BT455AX,41,19,22,18
BT455AY,50,25,25,26
BT455AZ,40,18,22,18
BT455BA,58,27,31,22
BT455BB,23,11,12,6
BT455BD,9,6,3,5
BT455BE,41,16,25,19
BT455BF,25,15,10,12
BT455BG,41,19,22,10
BT455BH,32,16,16,15
BT455BJ,32,15,17,16
BT455BL,74,35,39,23
BT455BN,51,22,29,22
BT455BP,66,29,37,30
BT455BQ,67,36,31,25
BT455BW,88,36,52,36
BT455BX,89,45,44,30
BT455BY,24,11,13,10
BT455DA,10,5,5,2
BT455DD,58,26,32,22
BT455DE,8,5,3,6
BT455DF,7,3,4,4
BT455DG,39,17,22,15
BT455DH,27,14,13,14
BT455DN,51,22,29,22
BT455DP,28,14,14,24
BT455DR,61,33,28,18
BT455DS,31,16,15,11
BT455DT,*,*,*,*
BT455DU,31,15,16,9
BT455DX,55,20,35,9
BT455DY,21,11,10,6
BT455DZ,21,13,8,6
BT455EA,15,9,6,7
BT455EB,41,20,21,12
BT455ED,66,33,33,22
BT455EE,59,28,31,15
BT455EF,62,26,36,23
BT455EG,108,50,58,18
BT455EH,*,*,*,*
BT455EJ,*,*,*,*
BT455EL,50,26,24,16
BT455EN,18,9,9,6
BT455EP,19,10,9,8
BT455EQ,18,10,8,6
BT455ER,*,*,*,*
BT455ES,*,*,*,*
BT455ET,22,8,14,6
BT455EU,83,43,40,21
BT455EW,59,31,28,22
BT455EZ,58,31,27,18
BT455FB,42,18,24,12
BT455GD,28,11,17,12
BT455GE,10,4,6,5
BT455GG,40,19,21,14
BT455GH,9,8,1,5
BT455GU,74,36,38,23
BT455GW,153,72,81,49
BT455GX,130,66,64,41
BT455GZ,26,14,12,8
BT455HA,*,*,*,*
BT455HB,92,47,45,29
BT455HD,12,5,7,4
BT455HE,31,14,17,12
BT455HF,*,*,*,*
BT455HG,15,8,7,5
BT455HH,28,13,15,7
BT455HJ,17,6,11,4
BT455HL,22,10,12,6
BT455HN,*,*,*,*
BT455HP,20,10,10,8
BT455HQ,21,12,9,7
BT455HR,22,13,9,6
BT455HS,19,12,7,5
BT455HT,18,9,9,6
BT455HU,36,20,16,12
BT455HW,42,21,21,14
BT455HX,*,*,*,*
BT455HY,20,11,9,7
BT455HZ,41,21,20,16
BT455JA,67,38,29,21
BT455JB,10,7,3,2
BT455JD,36,16,20,12
BT455JE,20,8,12,10
BT455JF,96,46,50,39
BT455JG,65,32,33,20
BT455JH,95,45,50,34
BT455JJ,64,28,36,22
BT455JL,27,16,11,8
BT455JN,11,5,6,7
BT455JP,*,*,*,*
BT455JQ,74,37,37,28
BT455JR,18,8,10,7
BT455JS,19,10,9,6
BT455JT,17,8,9,6
BT455JU,*,*,*,*
BT455JW,44,22,22,16
BT455JX,*,*,*,*
BT455JY,*,*,*,*
BT455JZ,23,10,13,8
BT455LA,100,49,51,30
BT455LB,19,13,6,7
BT455LD,21,13,8,8
BT455LE,21,11,10,6
BT455LF,76,35,41,29
BT455LG,17,8,9,4
BT455LH,11,4,7,4
BT455LL,29,13,16,11
BT455LN,15,8,7,4
BT455LP,11,5,6,5
BT455LQ,45,24,21,14
BT455LR,11,4,7,6
BT455LS,50,26,24,15
BT455LT,19,7,12,11
BT455LU,39,21,18,10
BT455LW,26,11,15,13
BT455LX,10,7,3,3
BT455LY,11,6,5,5
BT455LZ,11,6,5,4
BT455NA,27,12,15,8
BT455NB,61,29,32,17
BT455ND,*,*,*,*
BT455NE,15,7,8,5
BT455NF,14,7,7,6
BT455NG,26,9,17,7
BT455NH,19,12,7,5
BT455NJ,51,22,29,17
BT455NL,39,25,14,12
BT455NN,47,25,22,13
BT455NP,13,7,6,4
BT455NQ,57,30,27,16
BT455NR,50,28,22,12
BT455NS,29,15,14,7
BT455NT,33,19,14,9
BT455NU,158,91,67,52
BT455NW,60,36,24,18
BT455NX,52,22,30,13
BT455NY,*,*,*,*
BT455NZ,16,9,7,7
BT455PA,68,30,38,24
BT455PB,47,28,19,13
BT455PD,82,43,39,31
BT455PH,*,*,*,*
BT455PJ,91,45,46,30
BT455PL,15,10,5,4
BT455PN,25,12,13,10
BT455PP,59,28,31,22
BT455PQ,61,29,32,23
BT455PR,21,10,11,8
BT455PS,73,38,35,26
BT455PT,12,3,9,7
BT455PU,58,32,26,28
BT455PW,17,8,9,8
BT455PX,41,20,21,13
BT455PY,16,9,7,6
BT455PZ,47,21,26,15
BT455QA,52,33,19,22
BT455QB,16,9,7,3
BT455QE,37,19,18,10
BT455QF,36,19,17,12
BT455QG,46,21,25,19
BT455QH,22,12,10,6
BT455QJ,42,21,21,15
BT455QL,9,7,2,4
BT455QN,33,18,15,17
BT455QP,10,6,4,4
BT455QQ,31,16,15,8
BT455QR,*,*,*,*
BT455QS,16,7,9,6
BT455QT,*,*,*,*
BT455QU,*,*,*,*
BT455QW,7,4,3,4
BT455QX,13,4,9,3
BT455QY,47,17,30,19
BT455QZ,50,28,22,23
BT455RA,65,30,35,22
BT455RB,16,7,9,7
BT455RD,38,18,20,12
BT455RE,65,29,36,31
BT455RF,17,9,8,7
BT455RG,29,12,17,10
BT455RH,30,13,17,9
BT455RJ,85,40,45,23
BT455RL,17,9,8,6
BT455RP,51,28,23,21
BT455RQ,25,10,15,10
BT455RR,18,10,8,8
BT455RS,25,11,14,8
BT455RT,48,23,25,12
BT455RU,21,8,13,7
BT455RW,19,7,12,8
BT455RX,184,91,93,56
BT455RY,125,63,62,40
BT455RZ,189,93,96,62
BT455SA,37,21,16,12
BT455SB,35,17,18,11
BT455SD,86,43,43,29
BT455SE,64,35,29,20
BT455SF,12,6,6,6
BT455TP,29,16,13,6
BT455TR,22,15,7,5
BT455TS,26,12,14,12
BT456AA,*,*,*,*
BT456AB,*,*,*,*
BT456AD,16,9,7,8
BT456AF,10,6,4,2
BT456AG,14,8,6,5
BT456AJ,84,32,52,28
BT456AL,*,*,*,*
BT456AN,*,*,*,*
BT456AP,*,*,*,*
BT456AQ,10,6,4,2
BT456AR,17,6,11,10
BT456AS,10,4,6,6
BT456AT,53,22,31,37
BT456AU,*,*,*,*
BT456AW,9,7,2,5
BT456AX,30,12,18,12
BT456AY,7,3,4,4
BT456AZ,17,9,8,6
BT456BA,*,*,*,*
BT456BF,55,23,32,16
BT456BG,97,51,46,28
BT456BH,53,22,31,26
BT456BJ,23,10,13,12
BT456BN,*,*,*,*
BT456BP,22,8,14,7
BT456BQ,30,18,12,14
BT456BS,31,13,18,10
BT456BT,13,5,8,10
BT456BU,30,11,19,14
BT456BW,23,9,14,10
BT456BY,35,19,16,13
BT456BZ,37,14,23,17
BT456DA,26,16,10,10
BT456DB,49,24,25,24
BT456DD,13,7,6,6
BT456DE,8,5,3,6
BT456DF,21,8,13,10
BT456DG,14,6,8,6
BT456DH,85,47,38,28
BT456DJ,31,16,15,8
BT456DL,87,38,49,37
BT456DN,104,44,60,42
BT456DP,138,70,68,42
BT456DQ,46,21,25,19
BT456DS,117,57,60,48
BT456DT,152,78,74,55
BT456DU,14,7,7,8
BT456DW,87,37,50,41
BT456DZ,56,30,26,22
BT456EA,*,*,*,*
BT456EB,*,*,*,*
BT456ED,*,*,*,*
BT456EF,14,6,8,2
BT456EG,23,12,11,10
BT456EH,*,*,*,*
BT456EJ,62,31,31,24
BT456EL,35,21,14,17
BT456EN,*,*,*,*
BT456EP,18,12,6,5
BT456EQ,60,25,35,23
BT456ER,5,3,2,4
BT456ES,31,15,16,11
BT456ET,13,9,4,4
BT456EU,*,*,*,*
BT456EW,86,41,45,29
BT456EX,32,18,14,15
BT456EY,9,4,5,4
BT456EZ,99,52,47,35
BT456FD,12,1,11,10
BT456GA,*,*,*,*
BT456GB,102,49,53,38
BT456GD,44,22,22,15
BT456GE,*,*,*,*
BT456GH,16,8,8,6
BT456GJ,28,13,15,9
BT456GY,28,12,16,10
BT456GZ,*,*,*,*
BT456HA,18,10,8,9
BT456HB,25,12,13,11
BT456HD,40,21,19,9
BT456HE,19,13,6,5
BT456HF,*,*,*,*
BT456HG,*,*,*,*
BT456HH,24,12,12,7
BT456HJ,43,21,22,12
BT456HL,69,34,35,20
BT456HN,70,33,37,23
BT456HP,99,57,42,30
BT456HR,20,11,9,6
BT456HS,*,*,*,*
BT456HT,*,*,*,*
BT456HU,13,6,7,4
BT456HW,55,31,24,17
BT456HX,45,24,21,11
BT456HY,38,15,23,12
BT456HZ,47,22,25,16
BT456JA,37,13,24,5
BT456JB,82,37,45,37
BT456JD,16,10,6,8
BT456JE,61,29,32,20
BT456JF,26,12,14,9
BT456JG,63,37,26,20
BT456JH,36,17,19,11
BT456JJ,142,76,66,40
BT456JL,*,*,*,*
BT456JN,20,8,12,6
BT456JP,48,26,22,15
BT456JQ,49,24,25,15
BT456JR,38,20,18,10
BT456JS,178,89,89,68
BT456JT,140,74,66,51
BT456JU,59,29,30,32
BT456JW,34,20,14,11
BT456JX,*,*,*,*
BT456JY,42,18,24,14
BT456JZ,10,6,4,4
BT456LA,19,10,9,7
BT456LB,35,18,17,10
BT456LD,49,27,22,17
BT456LE,108,52,56,34
BT456LF,77,38,39,19
BT456LG,12,4,8,6
BT456LH,49,24,25,12
BT456LJ,92,48,44,29
BT456LL,42,19,23,11
BT456LN,57,26,31,23
BT456LP,40,15,25,12
BT456LQ,36,19,17,11
BT456LR,24,12,12,8
BT456LS,42,18,24,11
BT456LT,18,8,10,4
BT456LU,19,11,8,4
BT456LW,34,20,14,9
BT456LX,67,36,31,25
BT456LY,112,59,53,31
BT456LZ,*,*,*,*
BT456NA,27,9,18,8
BT456NB,54,22,32,16
BT456ND,96,47,49,44
BT456NE,14,7,7,5
BT456NF,*,*,*,*
BT456NG,12,5,7,4
BT456NH,63,32,31,16
BT456NJ,*,*,*,*
BT456NL,75,36,39,20
BT456NN,52,28,24,17
BT456NP,49,21,28,10
BT456NQ,17,8,9,9
BT456NR,47,25,22,17
BT456NT,55,30,25,16
BT456NW,62,29,33,20
BT456NY,39,21,18,10
BT456NZ,21,11,10,10
BT456PB,8,5,3,4
BT456PD,*,*,*,*
BT456PE,13,5,8,8
BT456PF,135,72,63,48
BT456PG,31,14,17,11
BT456PH,20,10,10,10
BT456PJ,68,37,31,28
BT456PL,131,66,65,42
BT456PN,60,30,30,31
BT456PP,*,*,*,*
BT456PQ,32,14,18,17
BT456PS,70,39,31,23
BT456PT,36,20,16,13
BT456PU,108,44,64,39
BT456PX,125,64,61,43
BT456PY,132,64,68,49
BT456PZ,145,63,82,45
BT456QA,18,9,9,5
BT456QB,50,21,29,19
BT456QD,28,13,15,6
BT456QE,20,13,7,6
BT456QF,43,21,22,16
BT456QG,44,20,24,12
BT456QH,16,8,8,8
BT456QJ,66,31,35,23
BT456QL,60,30,30,20
BT456QP,8,3,5,4
BT456QQ,30,17,13,12
BT456QS,95,45,50,31
BT456QT,*,*,*,*
BT457AA,8,4,4,4
BT457AB,13,7,6,8
BT457AD,33,22,11,12
BT457AE,*,*,*,*
BT457AF,54,20,34,21
BT457AG,12,7,5,5
BT457AH,10,3,7,4
BT457AJ,*,*,*,*
BT457AL,25,16,9,10
BT457AN,17,8,9,10
BT457AP,*,*,*,*
BT457AR,121,61,60,43
BT457AS,40,22,18,21
BT457AT,91,48,43,35
BT457AU,14,10,4,8
BT457AW,154,84,70,49
BT457AX,137,62,75,48
BT457AY,29,15,14,20
BT457AZ,27,12,15,10
BT457BA,67,33,34,28
BT457BB,64,36,28,21
BT457BD,*,*,*,*
BT457BE,69,36,33,20
BT457BF,33,18,15,10
BT457BG,58,28,30,15
BT457BH,52,26,26,13
BT457BJ,*,*,*,*
BT457BL,21,13,8,5
BT457BN,43,21,22,14
BT457BP,28,17,11,8
BT457BQ,21,9,12,6
BT457BS,80,36,44,19
BT457BT,*,*,*,*
BT457BU,14,8,6,3
BT457BW,16,8,8,7
BT457BX,46,23,23,11
BT457BY,35,19,16,10
BT457DA,152,77,75,46
BT457DB,31,15,16,9
BT457DD,47,24,23,14
BT457DE,47,22,25,16
BT457DG,*,*,*,*
BT457DH,32,18,14,8
BT457DJ,48,27,21,16
BT457DN,54,24,30,17
BT457DP,15,7,8,5
BT457DR,*,*,*,*
BT457DS,16,9,7,4
BT457DT,28,13,15,10
BT457DU,33,22,11,10
BT457DW,11,6,5,6
BT457DX,10,4,6,3
BT457DY,13,8,5,6
BT457DZ,14,8,6,5
BT457EA,91,46,45,35
BT457EB,17,7,10,6
BT457ED,76,39,37,25
BT457EE,22,8,14,6
BT457EF,27,15,12,6
BT457EG,44,18,26,15
BT457EH,*,*,*,*
BT457EJ,*,*,*,*
BT457EL,29,17,12,5
BT457EN,49,24,25,13
BT457EP,45,20,25,12
BT457EQ,16,5,11,6
BT457ER,25,14,11,8
BT457ES,22,9,13,5
BT457ET,32,17,15,8
BT457EU,105,55,50,32
BT457EW,32,14,18,10
BT457EX,61,30,31,16
BT457EY,169,83,86,54
BT457EZ,18,8,10,5
BT457FB,*,*,*,*
BT457FD,15,8,7,6
BT457GA,68,27,41,28
BT457GB,38,18,20,15
BT457GD,29,15,14,12
BT457GG,68,33,35,35
BT457GW,11,6,5,6
BT457GX,11,5,6,6
BT457GY,29,15,14,9
BT457GZ,39,20,19,12
BT457HA,31,17,14,13
BT457HB,64,31,33,16
BT457HD,13,7,6,3
BT457HE,23,11,12,6
BT457HF,75,46,29,21
BT457HG,40,20,20,16
BT457HJ,15,11,4,9
BT457HL,*,*,*,*
BT457HN,18,6,12,7
BT457HP,*,*,*,*
BT457HQ,15,10,5,6
BT457HR,24,12,12,9
BT457HS,48,26,22,11
BT457HT,10,4,6,3
BT457HU,10,6,4,2
BT457HW,13,8,5,3
BT457HX,55,31,24,15
BT457HY,41,22,19,8
BT457HZ,20,12,8,8
BT457JA,8,3,5,4
BT457JB,12,6,6,4
BT457JD,37,19,18,12
BT457JE,109,59,50,29
BT457JF,54,26,28,12
BT457JH,12,6,6,6
BT457JJ,26,15,11,7
BT457JL,15,9,6,5
BT457JN,42,19,23,14
BT457JP,91,44,47,33
BT457JQ,60,33,27,15
BT457JR,32,18,14,12
BT457JS,39,19,20,15
BT457JT,34,18,16,11
BT457JU,80,38,42,23
BT457JW,79,35,44,21
BT457JX,71,36,35,18
BT457JY,17,10,7,6
BT457JZ,44,23,21,10
BT457LA,35,18,17,10
BT457LB,41,17,24,14
BT457LD,87,45,42,22
BT457LE,16,9,7,5
BT457LF,52,31,21,16
BT457LG,70,31,39,24
BT457LL,*,*,*,*
BT457LN,6,4,2,4
BT457LP,25,13,12,8
BT457LR,62,29,33,17
BT457LS,*,*,*,*
BT457LT,15,9,6,6
BT457LU,38,18,20,17
BT457LW,63,33,30,20
BT457LX,44,19,25,20
BT457LY,91,47,44,29
BT457LZ,*,*,*,*
BT457NA,35,14,21,12
BT457NB,*,*,*,*
BT457ND,18,11,7,10
BT457NF,15,8,7,5
BT457NH,40,15,25,11
BT457NJ,13,4,9,3
BT457NL,38,16,22,11
BT457NN,35,16,19,15
BT457NP,*,*,*,*
BT457NQ,*,*,*,*
BT457NR,9,5,4,4
BT457NS,24,14,10,9
BT457NT,43,19,24,11
BT457NU,14,6,8,4
BT457NW,*,*,*,*
BT457NX,15,6,9,4
BT457NZ,52,23,29,17
BT457PA,*,*,*,*
BT457PB,*,*,*,*
BT457PD,*,*,*,*
BT457PE,26,15,11,9
BT457PF,21,7,14,11
BT457PG,56,24,32,21
BT457PH,18,8,10,5
BT457PJ,24,14,10,10
BT457PN,15,8,7,7
BT457PP,70,40,30,25
BT457PQ,55,25,30,17
BT457PR,20,6,14,12
BT457PS,63,33,30,23
BT457PT,43,20,23,17
BT457PU,11,8,3,4
BT457PX,17,10,7,9
BT457PY,57,30,27,20
BT457QA,75,37,38,25
BT457QB,24,14,10,8
BT457QD,*,*,*,*
BT457QE,*,*,*,*
BT457QF,88,35,53,15
BT457QG,18,10,8,6
BT457QH,71,37,34,21
BT457QJ,30,16,14,10
BT457QL,9,5,4,5
BT457QN,9,5,4,5
BT457QP,75,35,40,26
BT457QQ,*,*,*,*
BT457QR,52,26,26,21
BT457QS,19,6,13,10
BT457QT,40,16,24,24
BT457QU,24,12,12,10
BT457QW,28,14,14,7
BT457QX,80,45,35,41
BT457QY,27,12,15,12
BT457RA,21,12,9,10
BT457RB,68,36,32,27
BT457RD,25,12,13,5
BT457RE,11,7,4,3
BT457RF,19,6,13,6
BT457RG,17,9,8,5
BT457RH,31,17,14,8
BT457RJ,7,4,3,4
BT457RL,*,*,*,*
BT457RN,*,*,*,*
BT457RQ,23,14,9,6
BT457RR,*,*,*,*
BT457RS,85,41,44,23
BT457RT,45,21,24,11
BT457RU,*,*,*,*
BT457RW,*,*,*,*
BT457RX,52,23,29,13
BT457RY,35,15,20,9
BT457RZ,50,29,21,11
BT457SA,15,7,8,5
BT457SB,*,*,*,*
BT457SD,37,20,17,13
BT457SE,45,23,22,16
BT457SF,15,8,7,4
BT457SG,17,10,7,6
BT457SJ,81,41,40,36
BT457SL,26,14,12,10
BT457SN,70,38,32,19
BT457SP,19,10,9,6
BT457SQ,36,18,18,12
BT457SR,16,10,6,5
BT457SS,60,28,32,18
BT457ST,77,36,41,21
BT457SU,33,16,17,10
BT457SW,12,8,4,4
BT457SX,15,8,7,5
BT457SY,58,31,27,22
BT457TA,*,*,*,*
BT457TB,30,17,13,7
BT457TD,*,*,*,*
BT457TE,57,29,28,17
BT457TF,34,16,18,12
BT457TG,23,13,10,8
BT457TH,18,10,8,5
BT457TJ,50,27,23,17
BT457TL,*,*,*,*
BT457TN,9,4,5,4
BT457TP,10,5,5,4
BT457TQ,21,11,10,6
BT457TR,18,9,9,7
BT457TS,55,29,26,15
BT457TT,50,25,25,14
BT457TU,18,9,9,7
BT457TW,29,14,15,10
BT457TX,11,5,6,3
BT457TY,51,24,27,19
BT457TZ,16,8,8,6
BT457UA,30,18,12,9
BT457UB,73,34,39,22
BT457UD,18,10,8,5
BT457UE,75,41,34,20
BT457UF,29,16,13,10
BT457UG,*,*,*,*
BT457UH,135,64,71,54
BT457UL,*,*,*,*
BT457UN,*,*,*,*
BT457UP,13,7,6,8
BT457UQ,83,47,36,28
BT457UR,22,13,9,9
BT457UT,30,18,12,10
BT457UU,28,9,19,10
BT457UW,63,30,33,21
BT457UX,36,18,18,10
BT457UY,21,10,11,7
BT457UZ,29,16,13,9
BT457WB,56,27,29,20
BT457WD,45,22,23,18
BT457WY,14,6,8,5
BT457XA,37,20,17,11
BT457XB,27,11,16,7
BT457XD,12,8,4,5
BT457XF,32,17,15,11
BT457XG,*,*,*,*
BT457XH,41,22,19,10
BT457XJ,15,8,7,4
BT457XL,44,16,28,15
BT457XN,13,7,6,4
BT457XP,10,4,6,3
BT457XQ,37,18,19,9
BT457XR,79,38,41,24
BT457XS,89,48,41,23
BT457XT,32,15,17,14
BT457XU,12,6,6,6
BT457XW,13,6,7,3
BT457XX,30,14,16,9
BT457XY,19,6,13,6
BT457XZ,34,16,18,11
BT457YA,12,7,5,6
BT457YB,21,10,11,6
BT457YD,*,*,*,*
BT457YE,23,13,10,7
BT457YF,13,8,5,4
BT457YG,*,*,*,*
BT457YH,*,*,*,*
BT457YJ,23,14,9,6
BT457YL,21,12,9,6
BT457YN,40,21,19,16
BT457YP,66,33,33,19
BT457YQ,*,*,*,*
BT457YR,14,9,5,5
BT457YS,41,23,18,13
BT457YT,26,11,15,9
BT457YU,*,*,*,*
BT457YW,36,17,19,12
BT457YX,27,15,12,13
BT457YY,38,20,18,12
BT457YZ,*,*,*,*
BT458AA,23,11,12,10
BT458AB,21,11,10,12
BT458AD,13,9,4,7
BT458AE,31,18,13,15
BT458AF,*,*,*,*
BT458AG,*,*,*,*
BT458AH,121,66,55,46
BT458AJ,16,9,7,5
BT458AL,21,8,13,11
BT458AN,*,*,*,*
BT458AP,24,11,13,9
BT458AQ,38,19,19,21
BT458AR,61,33,28,29
BT458AS,14,9,5,6
BT458AT,133,65,68,55
BT458AU,39,22,17,13
BT458AW,13,9,4,7
BT458AX,19,7,12,6
BT458AY,22,12,10,11
BT458AZ,31,16,15,16
BT458BA,75,36,39,33
BT458BB,14,6,8,7
BT458BD,42,23,19,17
BT458BE,48,17,31,21
BT458BF,87,43,44,24
BT458BG,37,22,15,15
BT458BH,*,*,*,*
BT458BJ,*,*,*,*
BT458BL,11,6,5,5
BT458BN,24,10,14,11
BT458BP,33,17,16,8
BT458BQ,34,18,16,11
BT458BS,32,19,13,8
BT458BT,10,5,5,4
BT458BU,*,*,*,*
BT458BW,131,66,65,40
BT458BX,77,40,37,21
BT458BY,10,3,7,4
BT458BZ,92,48,44,28
BT458DA,23,14,9,7
BT458DF,62,33,29,23
BT458DG,38,17,21,12
BT458DH,41,22,19,12
BT458DJ,38,20,18,9
BT458DL,*,*,*,*
BT458DN,10,6,4,6
BT458DP,*,*,*,*
BT458DQ,30,17,13,8
BT458DR,21,12,9,8
BT458DS,28,14,14,11
BT458DU,174,85,89,58
BT458DW,39,18,21,13
BT458DX,18,6,12,8
BT458DY,88,40,48,33
BT458DZ,84,36,48,28
BT458EA,11,5,6,6
BT458EB,*,*,*,*
BT458ED,*,*,*,*
BT458EE,36,18,18,13
BT458EF,50,24,26,19
BT458EG,19,9,10,8
BT458EH,28,17,11,8
BT458EJ,37,22,15,10
BT458EN,16,8,8,3
BT458EP,*,*,*,*
BT458EQ,13,5,8,4
BT458ER,191,94,97,61
BT458ES,61,28,33,19
BT458ET,23,14,9,7
BT458EU,30,15,15,6
BT458EW,70,36,34,18
BT458EX,*,*,*,*
BT458EY,180,90,90,52
BT458EZ,137,65,72,36
BT458FB,*,*,*,*
BT458FD,180,99,81,54
BT458FE,*,*,*,*
BT458FF,25,10,15,9
BT458FG,17,9,8,5
BT458FH,*,*,*,*
BT458GA,44,19,25,18
BT458GE,10,7,3,4
BT458GZ,99,43,56,30
BT458HA,28,13,15,8
BT458HB,59,33,26,19
BT458HD,54,27,27,17
BT458HF,*,*,*,*
BT458HG,172,86,86,42
BT458HH,11,6,5,3
BT458HJ,18,9,9,11
BT458HL,16,7,9,6
BT458HP,120,58,62,45
BT458HQ,24,10,14,13
BT458HS,*,*,*,*
BT458HT,16,10,6,5
BT458HU,25,13,12,8
BT458HW,6,2,4,6
BT458HX,63,30,33,24
BT458HY,42,25,17,14
BT458HZ,118,58,60,50
BT458JA,154,72,82,50
BT458JB,*,*,*,*
BT458JD,9,4,5,4
BT458JE,61,30,31,26
BT458JF,82,41,41,29
BT458JG,12,7,5,6
BT458JH,130,67,63,36
BT458JJ,34,19,15,13
BT458JL,71,35,36,20
