Unit Postcode,All usual residents,Males,Females,Households
BT204ET,76,32,44,36
BT204EU,48,22,26,19
BT204EW,20,11,9,5
BT204EX,23,13,10,12
BT204EY,67,33,34,26
BT204EZ,54,19,35,22
BT204HA,54,28,26,21
BT204HB,52,28,24,20
BT204HP,16,8,8,6
BT204HR,9,4,5,5
BT204HS,16,8,8,6
BT204JA,*,*,*,*
BT204JB,8,7,1,5
BT204JD,60,31,29,45
BT204JS,28,11,17,13
BT204JT,45,21,24,18
BT204JU,34,15,19,14
BT204JX,*,*,*,*
BT204JY,28,15,13,10
BT204JZ,17,7,10,7
BT204LE,10,4,6,5
BT204LF,7,6,1,6
BT204LG,12,5,7,6
BT204LN,40,24,16,16
BT204LW,47,28,19,19
BT204LX,24,9,15,17
BT204LY,34,19,15,11
BT204LZ,9,5,4,4
BT204NA,82,41,41,37
BT204NB,19,11,8,8
BT204ND,31,19,12,10
BT204NE,53,20,33,20
BT204NF,91,41,50,36
BT204NG,60,26,34,21
BT204NH,54,24,30,21
BT204NJ,17,9,8,7
BT204NL,*,*,*,*
BT204NN,17,9,8,14
BT204NP,83,40,43,34
BT204NQ,99,48,51,38
BT204NR,50,26,24,21
BT204NS,117,53,64,64
BT204NT,13,6,7,4
BT204NU,54,24,30,19
BT204NW,127,57,70,51
BT204NX,12,7,5,4
BT204NY,36,17,19,17
BT204PA,24,10,14,15
BT204PB,25,10,15,13
BT204PD,19,10,9,8
BT204PE,14,6,8,9
BT204PF,15,7,8,5
BT204PG,58,26,32,32
BT204PH,26,12,14,12
BT204PJ,50,21,29,22
BT204PL,82,42,40,38
BT204PN,53,27,26,20
BT204PP,23,10,13,8
BT204PQ,18,9,9,9
BT204PR,22,10,12,6
BT204PS,47,23,24,18
BT204PT,45,23,22,19
BT204PU,62,27,35,26
BT204PW,10,4,6,5
BT204PX,82,43,39,37
BT204PY,23,12,11,12
BT204PZ,63,32,31,21
BT204QA,24,11,13,9
BT204QB,43,22,21,19
BT204QD,*,*,*,*
BT204QE,80,25,55,18
BT204QF,80,36,44,32
BT204QG,10,3,7,8
BT204QH,30,15,15,13
BT204QJ,44,20,24,22
BT204QL,*,*,*,*
BT204QP,*,*,*,*
BT204QQ,64,30,34,26
BT204QR,40,13,27,33
BT204QS,30,16,14,15
BT204QT,12,6,6,4
BT204QU,26,13,13,9
BT204QW,8,5,3,5
BT204QX,44,21,23,13
BT204QY,67,34,33,28
BT204QZ,17,7,10,12
BT204RA,63,32,31,25
BT204RB,*,*,*,*
BT204RD,47,19,28,21
BT204RE,39,21,18,17
BT204RF,46,26,20,18
BT204RG,42,23,19,19
BT204RJ,31,14,17,13
BT204RL,15,7,8,8
BT204RN,45,23,22,18
BT204RP,4,3,1,4
BT204RQ,56,28,28,24
BT204RS,11,5,6,8
BT204RU,10,6,4,6
BT204RW,92,47,45,34
BT204RX,50,26,24,15
BT204RY,33,18,15,22
BT204RZ,58,14,44,7
BT204SA,114,56,58,50
BT204SB,13,7,6,7
BT204SF,45,23,22,23
BT204SG,17,9,8,7
BT204SH,35,7,28,30
BT204SJ,53,17,36,41
BT204SL,38,16,22,29
BT204SN,73,35,38,28
BT204SQ,*,*,*,*
BT204SU,7,4,3,5
BT204SW,38,14,24,27
BT204SX,41,22,19,16
BT204SY,41,19,22,26
BT204SZ,*,*,*,*
BT204TG,19,9,10,8
BT204TL,33,17,16,13
BT204TN,51,25,26,22
BT204TP,45,24,21,19
BT204TR,20,8,12,9
BT204TS,21,9,12,13
BT204TT,41,19,22,24
BT204TU,*,*,*,*
BT204TW,20,10,10,13
BT204TX,95,47,48,39
BT204TY,98,48,50,47
BT204TZ,24,10,14,12
BT204UA,46,23,23,21
BT204UB,70,36,34,25
BT204UD,11,5,6,6
BT204UE,17,12,5,17
BT204UF,21,12,9,8
BT204UG,52,25,27,20
BT204UH,24,9,15,11
BT204UJ,30,11,19,12
BT204UL,14,7,7,7
BT204UN,25,10,15,12
BT204UP,19,8,11,10
BT204UQ,21,12,9,9
BT204UR,39,18,21,5
BT204US,59,30,29,23
BT204UT,47,27,20,19
BT204UU,140,63,77,61
BT204UW,41,22,19,19
BT204UX,52,24,28,24
BT204UY,68,33,35,30
BT204UZ,15,6,9,7
BT204XA,25,15,10,12
BT204XB,78,41,37,42
BT204XD,41,23,18,27
BT204XE,101,48,53,44
BT204XF,52,25,27,25
BT204XG,41,22,19,27
BT204XH,9,6,3,6
BT204XJ,49,22,27,19
BT204XL,112,55,57,42
BT204XP,13,4,9,8
BT204XQ,26,13,13,12
BT204XT,40,19,21,15
BT204XX,*,*,*,*
BT204XY,79,30,49,65
BT204XZ,37,11,26,36
BT205AF,*,*,*,*
BT205AG,*,*,*,*
BT205AY,*,*,*,*
BT205BB,11,7,4,8
BT205BD,12,6,6,5
BT205BH,14,5,9,8
BT205BU,13,7,6,4
BT205BY,35,16,19,17
BT205BZ,117,55,62,52
BT205DA,105,51,54,40
BT205DB,7,4,3,4
BT205DE,14,8,6,3
BT205DG,57,26,31,27
BT205DH,11,7,4,6
BT205DJ,47,25,22,23
BT205DL,23,12,11,15
BT205DP,*,*,*,*
BT205DQ,21,14,7,16
BT205DU,19,7,12,7
BT205DW,38,16,22,18
BT205DX,12,7,5,7
BT205DZ,7,5,2,4
BT205EA,27,12,15,21
BT205EB,21,12,9,10
BT205ED,1,0,1,0
BT205EE,24,12,12,14
BT205EF,47,25,22,23
BT205EH,36,18,18,23
BT205EL,42,19,23,21
BT205EN,*,*,*,*
BT205EP,34,19,15,12
BT205EQ,11,5,6,5
BT205ER,130,68,62,50
BT205ES,66,37,29,32
BT205ET,39,24,15,18
BT205EU,9,5,4,4
BT205EW,27,17,10,16
BT205EX,66,31,35,32
BT205EY,42,24,18,23
BT205EZ,148,64,84,65
BT205FG,12,5,7,8
BT205GZ,10,6,4,4
BT205HA,61,28,33,28
BT205HD,24,14,10,17
BT205HE,14,6,8,4
BT205HG,*,*,*,*
BT205HH,21,11,10,10
BT205HJ,61,30,31,22
BT205HL,74,37,37,28
BT205HN,30,13,17,15
BT205HP,32,17,15,10
BT205HR,44,22,22,15
BT205HS,29,7,22,4
BT205HT,65,23,42,20
BT205HU,19,10,9,6
BT205HW,60,32,28,22
BT205HX,60,29,31,23
BT205HY,111,56,55,39
BT205HZ,22,13,9,9
BT205JA,11,6,5,5
BT205JB,16,8,8,7
BT205JD,43,22,21,16
BT205JE,24,9,15,19
BT205JH,*,*,*,*
BT205JL,23,14,9,8
BT205JN,30,13,17,6
BT205JP,70,32,38,30
BT205JQ,18,7,11,14
BT205JR,49,28,21,13
BT205JS,58,24,34,31
BT205JT,32,17,15,16
BT205JU,20,9,11,8
BT205JW,30,10,20,11
BT205JX,31,14,17,12
BT205JY,116,61,55,45
BT205JZ,46,22,24,17
BT205LA,44,20,24,15
BT205LB,18,8,10,7
BT205LD,143,79,64,51
BT205LJ,*,*,*,*
BT205LL,22,7,15,20
BT205LN,34,17,17,13
BT205LP,29,17,12,10
BT205LQ,*,*,*,*
BT205LR,28,9,19,10
BT205LS,106,45,61,46
BT205LT,*,*,*,*
BT205LU,19,11,8,9
BT205LW,49,18,31,18
BT205LX,6,0,6,4
BT205LY,24,12,12,11
BT205LZ,53,26,27,18
BT205NA,80,38,42,33
BT205NB,22,11,11,10
BT205ND,23,14,9,11
BT205NE,7,1,6,4
BT205NF,*,*,*,*
BT205NG,13,5,8,5
BT205NH,22,10,12,9
BT205NJ,53,29,24,21
BT205NQ,64,28,36,28
BT205NR,15,7,8,8
BT205NS,43,21,22,14
BT205NT,34,17,17,12
BT205NU,33,17,16,18
BT205NX,21,6,15,9
BT205NY,18,9,9,6
BT205NZ,40,19,21,17
BT205PA,12,5,7,8
BT205PB,16,8,8,9
BT205PD,60,30,30,22
BT205PE,30,16,14,11
BT205PF,19,9,10,5
BT205PG,*,*,*,*
BT205PH,26,15,11,9
BT205PL,9,3,6,6
BT205PN,77,34,43,35
BT205PP,44,21,23,22
BT205PQ,*,*,*,*
BT205PR,41,20,21,17
BT205PS,82,40,42,26
BT205PT,13,6,7,8
BT205PU,56,24,32,27
BT205PW,9,4,5,4
BT205PX,*,*,*,*
BT205PY,11,5,6,7
BT205QB,53,25,28,19
BT205QD,25,9,16,13
BT205QG,135,65,70,58
BT205QH,12,8,4,4
BT205QJ,49,22,27,19
BT205QL,*,*,*,*
BT205QN,*,*,*,*
BT205QP,13,6,7,9
BT205QQ,77,39,38,34
BT205QW,115,57,58,45
BT205QX,26,9,17,21
BT205QY,85,43,42,37
BT205QZ,92,40,52,37
BT205RA,91,41,50,36
BT205RB,48,25,23,18
BT205RD,133,64,69,52
BT205RE,12,5,7,8
BT205RF,59,30,29,24
BT205RG,66,35,31,24
BT205RH,38,19,19,19
BT205RJ,137,64,73,52
BT205RL,107,54,53,46
BT205RN,56,26,30,26
BT205RP,11,6,5,6
BT205RQ,98,44,54,34
BT205RT,*,*,*,*
BT205RU,39,19,20,13
BT205RW,46,21,25,24
BT205RX,13,5,8,7
BT205WW,*,*,*,*
BT210AA,18,11,7,7
BT210AB,16,8,8,12
BT210AD,*,*,*,*
BT210AE,27,11,16,7
BT210AF,*,*,*,*
BT210AG,*,*,*,*
BT210AH,4,1,3,4
BT210AJ,23,13,10,7
BT210AL,13,3,10,2
BT210AN,115,54,61,49
BT210AP,26,13,13,10
BT210AQ,27,13,14,11
BT210AR,69,37,32,39
BT210AS,31,15,16,14
BT210AT,148,75,73,60
BT210AU,77,40,37,36
BT210AW,37,20,17,23
BT210AX,50,25,25,32
BT210AY,81,43,38,35
BT210AZ,37,17,20,13
BT210BA,93,49,44,36
BT210BB,69,42,27,29
BT210BD,48,21,27,24
BT210BE,97,42,55,51
BT210BF,130,55,75,60
BT210BG,110,53,57,41
BT210BJ,47,27,20,19
BT210BL,60,31,29,26
BT210BN,111,54,57,48
BT210BP,16,7,9,12
BT210BQ,75,41,34,33
BT210BS,29,8,21,25
BT210BW,10,3,7,5
BT210DA,61,32,29,24
BT210DB,10,3,7,8
BT210DE,14,6,8,10
BT210DF,18,9,9,10
BT210DG,58,31,27,30
BT210DH,32,18,14,17
BT210DJ,11,5,6,9
BT210DN,30,15,15,21
BT210DP,56,26,30,27
BT210DQ,17,7,10,7
BT210DR,63,31,32,25
BT210DS,29,13,16,16
BT210DT,16,10,6,6
BT210DU,24,14,10,9
BT210DW,82,34,48,44
BT210DX,43,17,26,20
BT210DY,14,6,8,8
BT210DZ,24,13,11,13
BT210EA,*,*,*,*
BT210EB,42,21,21,19
BT210ED,50,31,19,34
BT210EE,60,30,30,31
BT210EF,11,5,6,6
BT210EG,28,14,14,13
BT210EH,25,11,14,9
BT210EJ,12,5,7,4
BT210EL,36,18,18,12
BT210EN,24,15,9,8
BT210EP,16,6,10,4
BT210EQ,34,16,18,15
BT210ER,78,40,38,24
BT210ES,40,17,23,13
BT210ET,6,3,3,4
BT210EW,35,15,20,12
BT210EY,74,32,42,27
BT210EZ,128,59,69,37
BT210FB,92,43,49,32
BT210FD,8,5,3,5
BT210FE,34,15,19,16
BT210FF,7,3,4,4
BT210FG,23,8,15,12
BT210FH,36,16,20,14
BT210FJ,*,*,*,*
BT210FZ,*,*,*,*
BT210GA,14,5,9,10
BT210GY,*,*,*,*
BT210GZ,14,9,5,9
BT210HA,*,*,*,*
BT210HB,26,15,11,15
BT210HD,46,16,30,26
BT210HE,49,16,33,40
BT210HF,32,17,15,18
BT210HG,13,6,7,8
BT210HH,18,10,8,8
BT210HJ,17,9,8,13
BT210HL,31,12,19,15
BT210HN,6,3,3,4
BT210HP,54,25,29,26
BT210HR,62,32,30,37
BT210HS,22,11,11,12
BT210HT,37,15,22,18
BT210HU,17,8,9,9
BT210HW,22,11,11,13
BT210HX,22,7,15,14
BT210HY,59,30,29,23
BT210HZ,92,37,55,39
BT210JA,49,21,28,21
BT210JB,29,14,15,9
BT210JD,17,9,8,6
BT210JE,61,26,35,39
BT210JF,16,7,9,13
BT210JG,132,71,61,43
BT210JH,24,16,8,18
BT210JJ,*,*,*,*
BT210JL,25,11,14,18
BT210JN,22,7,15,7
BT210JQ,*,*,*,*
BT210JR,72,38,34,21
BT210JS,46,22,24,13
BT210JT,40,19,21,13
BT210JU,132,69,63,35
BT210JW,78,38,40,27
BT210JX,51,23,28,16
BT210JY,21,10,11,6
BT210JZ,146,71,75,41
BT210LA,100,46,54,36
BT210LB,63,27,36,30
BT210LD,34,16,18,17
BT210LE,58,24,34,3
BT210LF,10,6,4,3
BT210LG,47,19,28,20
BT210LH,47,22,25,16
BT210LJ,56,32,24,19
BT210LL,85,43,42,38
BT210LN,127,46,81,27
BT210LP,51,24,27,22
BT210LQ,23,11,12,12
BT210LR,*,*,*,*
BT210LS,33,15,18,10
BT210LT,19,10,9,6
BT210LU,54,26,28,16
BT210LW,*,*,*,*
BT210LX,9,4,5,4
BT210LY,59,25,34,19
BT210LZ,*,*,*,*
BT210NA,*,*,*,*
BT210NB,*,*,*,*
BT210ND,36,11,25,9
BT210NE,28,10,18,15
BT210NF,30,19,11,10
BT210NG,22,10,12,8
BT210NH,47,26,21,18
BT210NJ,13,6,7,6
BT210NL,16,5,11,6
BT210NN,34,17,17,16
BT210NP,21,9,12,10
BT210NQ,16,8,8,5
BT210NR,25,8,17,10
BT210NS,39,18,21,22
BT210NT,32,18,14,14
BT210NW,101,49,52,37
BT210PB,54,28,26,19
BT210PD,113,52,61,41
BT210PE,24,14,10,8
BT210PF,17,8,9,7
BT210PG,*,*,*,*
BT210PH,11,6,5,4
BT210PJ,41,19,22,16
BT210PN,57,28,29,28
BT210PP,*,*,*,*
BT210PQ,201,95,106,70
BT210PR,*,*,*,*
BT210PS,16,11,5,6
BT210PT,50,24,26,20
BT210PU,19,9,10,10
BT210PW,*,*,*,*
BT210PX,*,*,*,*
BT210PY,44,24,20,15
BT210PZ,11,5,6,4
BT210QA,83,41,42,44
BT210QB,43,21,22,19
BT210QD,24,11,13,10
BT210QE,78,33,45,42
BT210QF,26,11,15,15
BT210QG,60,33,27,33
BT210QH,52,26,26,20
BT210QJ,87,48,39,33
BT210QL,20,11,9,10
BT210QN,9,3,6,4
BT210QP,11,5,6,6
BT210QQ,29,10,19,15
BT210QR,37,19,18,15
BT210QS,19,6,13,11
BT210QT,22,11,11,12
BT210QU,28,16,12,9
BT210QW,14,8,6,5
BT210QX,11,4,7,7
BT210QY,52,21,31,37
BT210QZ,6,2,4,5
BT210RA,8,5,3,4
BT210RB,42,23,19,18
BT210RD,14,5,9,5
BT210RG,13,8,5,4
BT210RL,6,2,4,4
BT210SH,94,51,43,30
BT210SJ,23,13,10,6
BT210SL,47,27,20,19
BT210SN,41,21,20,13
BT210WL,13,7,6,4
BT221AA,10,6,4,5
BT221AB,36,21,15,12
BT221AD,54,27,27,21
BT221AE,65,33,32,20
BT221AF,34,17,17,12
BT221AG,10,6,4,6
BT221AH,20,10,10,12
BT221AJ,81,40,41,25
BT221AL,*,*,*,*
BT221AN,31,17,14,8
BT221AP,19,10,9,6
BT221AQ,101,51,50,35
BT221AR,30,15,15,11
BT221AS,51,23,28,21
BT221AT,146,71,75,50
BT221AU,106,52,54,38
BT221AW,54,27,27,21
BT221AX,41,25,16,11
BT221AY,*,*,*,*
BT221AZ,45,25,20,17
BT221BA,22,13,9,7
BT221BB,43,23,20,23
BT221BE,15,7,8,9
BT221BF,17,7,10,13
BT221BG,15,8,7,4
BT221BH,17,10,7,5
BT221BJ,83,41,42,42
BT221BL,76,32,44,39
BT221BN,56,27,29,23
BT221BP,44,22,22,21
BT221BQ,*,*,*,*
BT221BS,15,6,9,4
BT221BT,19,8,11,11
BT221BU,39,14,25,14
BT221BW,67,30,37,33
BT221BX,41,22,19,16
BT221BY,74,36,38,24
BT221BZ,32,21,11,10
BT221DA,61,31,30,25
BT221DB,80,39,41,31
BT221DD,12,6,6,6
BT221DE,24,11,13,8
BT221DG,30,13,17,11
BT221DH,*,*,*,*
BT221DJ,42,20,22,15
BT221DL,12,7,5,5
BT221DN,*,*,*,*
BT221DP,68,37,31,21
BT221DQ,27,11,16,11
BT221DR,145,69,76,47
BT221DS,48,25,23,14
BT221DU,39,20,19,14
BT221DW,*,*,*,*
BT221DX,23,10,13,8
BT221DY,71,37,34,27
BT221DZ,48,24,24,16
BT221EA,97,50,47,41
BT221EB,41,18,23,21
BT221ED,45,18,27,23
BT221EE,60,25,35,24
BT221EF,176,91,85,69
BT221EG,41,21,20,20
BT221EH,70,36,34,28
BT221EJ,18,7,11,8
BT221EL,106,50,56,39
BT221EN,86,42,44,30
BT221EP,79,36,43,36
BT221EQ,44,19,25,17
BT221ER,76,39,37,32
BT221ES,77,42,35,34
BT221ET,76,33,43,42
BT221EU,27,13,14,10
BT221EW,10,5,5,3
BT221EX,108,54,54,37
BT221EY,14,5,9,11
BT221EZ,41,23,18,14
BT221FB,74,38,36,30
BT221FD,31,17,14,11
BT221FE,43,19,24,13
BT221FF,47,23,24,19
BT221FG,7,5,2,6
BT221FH,*,*,*,*
BT221FJ,7,3,4,4
BT221FL,*,*,*,*
BT221FN,*,*,*,*
BT221FP,21,12,9,8
BT221FX,15,7,8,6
BT221GA,102,41,61,31
BT221GB,60,24,36,16
BT221GD,27,12,15,8
BT221GG,*,*,*,*
BT221GH,45,24,21,15
BT221GJ,14,5,9,5
BT221GL,21,8,13,8
BT221GN,72,37,35,26
BT221GP,10,4,6,3
BT221GQ,30,17,13,11
BT221GR,23,10,13,9
BT221GS,103,51,52,38
BT221GT,10,1,9,3
BT221GU,14,6,8,3
BT221GW,7,4,3,4
BT221GX,70,34,36,24
BT221GY,13,7,6,5
BT221GZ,72,34,38,25
BT221HA,48,25,23,19
BT221HB,62,39,23,19
BT221HD,39,22,17,14
BT221HF,*,*,*,*
BT221HG,40,22,18,14
BT221HH,51,24,27,20
BT221HJ,13,9,4,5
BT221HN,85,44,41,24
BT221HP,89,47,42,32
BT221HQ,*,*,*,*
BT221HR,*,*,*,*
BT221HS,43,22,21,19
BT221HT,23,14,9,7
BT221HU,39,22,17,18
BT221HW,*,*,*,*
BT221HX,39,18,21,22
BT221HY,57,24,33,20
BT221HZ,64,34,30,25
BT221JA,64,28,36,28
BT221JB,54,26,28,26
BT221JD,114,59,55,50
BT221JE,58,26,32,21
BT221JF,55,24,31,24
BT221JG,73,36,37,22
BT221JH,73,37,36,26
BT221JJ,59,27,32,19
BT221JL,23,11,12,10
BT221JN,11,4,7,8
BT221JP,46,25,21,22
BT221JQ,81,35,46,25
BT221JR,107,56,51,27
BT221JS,*,*,*,*
BT221JT,19,10,9,6
BT221JU,66,35,31,20
BT221JW,27,15,12,15
BT221JX,106,53,53,35
BT221JY,*,*,*,*
BT221JZ,85,39,46,38
BT221LA,66,33,33,26
BT221LB,5,4,1,4
BT221LE,73,46,27,37
BT221LF,115,59,56,66
BT221LG,34,15,19,11
BT221LH,50,25,25,26
BT221LJ,19,6,13,5
BT221LL,84,42,42,32
BT221LQ,47,23,24,16
BT221LR,14,8,6,8
BT221LS,63,30,33,22
BT221LT,51,22,29,23
BT221LU,7,4,3,6
BT221LW,14,9,5,8
BT221LX,66,36,30,25
BT221LY,28,12,16,12
BT221LZ,34,19,15,17
BT221NA,27,12,15,13
BT221NB,83,41,42,25
BT221ND,87,41,46,25
BT221NE,78,39,39,24
BT221NF,21,11,10,7
BT221NG,37,20,17,12
BT221NH,20,7,13,6
BT221NJ,118,64,54,49
BT221NL,35,18,17,14
BT221NN,27,16,11,12
BT221NP,33,15,18,15
BT221NQ,84,46,38,28
BT221NR,124,64,60,45
BT221NS,12,5,7,5
BT221NT,23,10,13,8
BT221NU,*,*,*,*
BT221NW,51,26,25,19
BT221NX,9,5,4,6
BT221NY,*,*,*,*
BT221NZ,12,6,6,4
BT221PB,16,7,9,8
BT221PD,27,12,15,12
BT221PE,13,6,7,4
BT221PF,*,*,*,*
BT221PG,13,7,6,5
BT221PH,14,7,7,6
BT221PJ,19,8,11,6
BT221PL,18,10,8,7
BT221PN,55,25,30,19
BT221PP,16,7,9,7
BT221PR,49,26,23,15
BT221PS,24,12,12,10
BT221PT,25,12,13,8
BT221PU,25,12,13,7
BT221PW,49,26,23,16
BT221PX,41,18,23,9
BT221PY,83,43,40,29
BT221PZ,17,7,10,5
BT221QA,14,10,4,7
BT221QB,12,5,7,4
BT221QD,19,11,8,7
BT221QE,15,10,5,4
BT221QF,8,4,4,4
BT221QG,*,*,*,*
BT221QH,16,8,8,6
BT221QJ,59,28,31,21
BT221QL,50,25,25,17
BT221QN,10,4,6,3
BT221QP,14,7,7,10
BT221QQ,93,47,46,32
BT221QS,11,5,6,3
BT221QT,65,40,25,25
BT221QU,70,41,29,24
BT221QW,6,1,5,5
BT221QX,38,14,24,6
BT221QY,53,26,27,22
BT221QZ,30,18,12,15
BT221RB,37,22,15,12
BT221RD,31,14,17,11
BT221RE,46,20,26,21
BT221RF,15,9,6,5
BT221RG,10,4,6,3
BT221RH,118,66,52,40
BT221RJ,91,40,51,31
BT221RL,30,20,10,8
BT221RN,27,12,15,10
BT221RP,89,41,48,30
BT221RQ,97,45,52,33
BT221RR,144,76,68,49
BT221RW,8,4,4,4
BT221SA,27,16,11,9
BT221SB,18,9,9,7
BT221SD,24,11,13,11
BT221SE,153,78,75,48
BT221SF,*,*,*,*
BT221SH,64,35,29,21
BT221SJ,24,12,12,11
BT221TB,74,41,33,24
BT221TD,103,44,59,35
BT221TE,66,35,31,24
BT221TF,72,42,30,26
BT221TH,142,69,73,47
BT221UF,*,*,*,*
BT221UL,23,11,12,12
BT221UN,*,*,*,*
BT221UP,12,5,7,7
BT221UQ,11,5,6,6
BT221UR,16,7,9,9
BT222AA,54,27,27,20
BT222AB,34,20,14,12
BT222AD,29,15,14,17
BT222AH,47,25,22,22
BT222AJ,21,11,10,9
BT222AL,34,18,16,10
BT222AN,43,23,20,16
BT222AP,39,17,22,19
BT222AQ,64,30,34,25
BT222AR,14,7,7,6
BT222AS,34,16,18,12
BT222AT,33,22,11,12
BT222AU,11,6,5,6
BT222AW,53,30,23,22
BT222AX,44,21,23,15
BT222AY,16,8,8,7
BT222AZ,71,36,35,23
BT222BA,*,*,*,*
BT222BB,10,5,5,3
BT222BD,14,8,6,4
BT222BE,*,*,*,*
BT222BG,80,43,37,31
BT222BH,125,65,60,47
BT222BJ,54,28,26,28
BT222BL,39,17,22,15
BT222BN,27,15,12,14
BT222BP,16,7,9,6
BT222BQ,11,6,5,5
BT222BS,42,25,17,15
BT222BT,55,29,26,30
BT222BU,14,7,7,7
BT222BW,*,*,*,*
BT222BX,21,10,11,10
BT222BY,67,34,33,31
BT222BZ,34,14,20,16
BT222DA,*,*,*,*
BT222DB,65,36,29,22
BT222DE,33,16,17,11
BT222DF,45,16,29,22
BT222DG,129,69,60,49
BT222DH,83,40,43,36
BT222DJ,56,25,31,30
BT222DL,99,44,55,41
BT222DN,34,17,17,16
BT222DP,83,42,41,39
BT222DQ,56,25,31,21
BT222DR,26,11,15,10
BT222DS,85,43,42,39
BT222DT,47,21,26,17
BT222DU,11,4,7,4
BT222DW,22,11,11,8
BT222DX,9,3,6,4
BT222DY,56,30,26,19
BT222DZ,23,9,14,10
BT222EA,14,5,9,6
BT222EB,22,11,11,10
BT222ED,*,*,*,*
BT222EE,15,9,6,7
BT222EF,7,4,3,4
BT222EG,19,12,7,7
BT222EH,*,*,*,*
BT222EL,69,33,36,30
BT222EN,59,21,38,22
BT222EQ,24,11,13,12
BT222ER,68,37,31,22
BT222ES,97,44,53,32
BT222ET,*,*,*,*
BT222EU,*,*,*,*
BT222EW,82,34,48,35
BT222EX,21,11,10,11
BT222EY,48,24,24,18
BT222EZ,16,11,5,5
BT222FA,36,20,16,12
BT222FB,44,28,16,21
BT222FD,*,*,*,*
BT222FE,52,24,28,23
BT222FF,126,65,61,45
BT222FH,14,8,6,4
BT222FN,11,4,7,4
BT222FS,52,24,28,24
BT222FW,43,20,23,14
BT222GE,24,9,15,9
BT222GF,16,10,6,4
BT222GG,113,57,56,46
BT222GJ,89,46,43,35
BT222GL,20,12,8,7
BT222GN,88,36,52,31
BT222GP,15,4,11,6
BT222GQ,48,24,24,17
BT222GR,40,17,23,13
BT222GS,23,12,11,11
BT222GT,20,9,11,6
BT222GU,23,10,13,10
BT222GW,25,14,11,12
BT222GZ,40,17,23,18
BT222HA,73,32,41,23
BT222HB,69,37,32,27
BT222HE,*,*,*,*
BT222HF,*,*,*,*
BT222HG,20,9,11,6
BT222HH,35,15,20,13
BT222HJ,11,5,6,5
BT222HL,41,21,20,18
BT222HN,75,44,31,27
BT222HP,*,*,*,*
BT222HQ,23,13,10,9
BT222HR,15,8,7,8
BT222HS,90,39,51,41
BT222HT,11,6,5,5
BT222HW,105,56,49,52
BT222HY,40,20,20,17
BT222HZ,21,9,12,7
BT222JA,13,7,6,5
BT222JB,47,24,23,13
BT222JD,17,10,7,6
BT222JE,22,11,11,9
BT222JF,17,10,7,5
BT222JG,11,6,5,4
BT222JH,*,*,*,*
BT222JJ,28,9,19,11
BT222JL,9,4,5,6
BT222JP,7,2,5,4
BT222JQ,49,24,25,17
BT222JR,33,20,13,16
BT222JT,28,12,16,11
BT222JU,10,6,4,4
BT222JW,40,21,19,17
BT222JX,16,5,11,7
BT222JY,42,21,21,24
BT222JZ,25,12,13,9
BT222LA,*,*,*,*
BT222LB,13,7,6,5
BT222LD,22,14,8,8
BT222LE,83,39,44,30
BT222LF,*,*,*,*
BT222LG,22,12,10,7
BT222LH,17,9,8,7
BT222LJ,13,7,6,5
BT222LL,*,*,*,*
BT222LN,18,9,9,8
BT222LP,24,11,13,6
BT222LQ,26,15,11,8
BT222LR,46,23,23,18
BT222LS,116,54,62,37
BT222LT,47,22,25,18
BT222LU,78,36,42,30
BT222LW,*,*,*,*
BT222LX,70,32,38,26
BT222LY,95,46,49,39
BT222LZ,29,15,14,15
BT222NA,35,16,19,8
BT222NB,13,5,8,4
BT222ND,38,21,17,18
BT222NE,14,6,8,7
BT222NF,79,37,42,36
BT222NG,87,50,37,38
BT222NH,51,25,26,27
BT222NJ,9,6,3,5
BT222NL,11,7,4,6
BT222NN,88,41,47,41
BT222NQ,25,14,11,10
BT222NR,44,22,22,24
BT222NS,82,33,49,38
BT222NT,75,39,36,33
BT222NU,10,5,5,3
BT222NW,56,21,35,21
BT222NX,28,13,15,15
BT222NY,118,59,59,53
BT222NZ,13,7,6,5
BT222PA,16,7,9,5
BT222PB,21,10,11,7
BT222PD,14,7,7,5
BT222PE,24,12,12,12
BT222PF,*,*,*,*
BT222PG,48,27,21,22
BT222PH,27,13,14,11
BT222PJ,58,29,29,28
BT222PQ,26,18,8,11
BT222PR,59,32,27,27
BT222PS,18,11,7,7
BT222PU,124,60,64,54
BT222PW,59,28,31,27
BT222PX,10,6,4,8
BT222PY,16,7,9,7
BT222PZ,26,14,12,8
BT222QA,10,4,6,5
BT222QB,80,38,42,33
BT222QD,53,24,29,24
BT222QE,34,15,19,11
BT222QF,30,16,14,8
BT222QG,108,49,59,50
BT222QH,9,6,3,4
BT222QJ,25,14,11,9
BT222QL,6,2,4,5
BT222QN,25,7,18,21
BT222QP,59,31,28,27
BT222QQ,20,12,8,8
BT222QR,95,45,50,33
BT222QS,37,19,18,14
BT222QT,32,12,20,15
BT222QU,12,5,7,7
BT222QW,46,23,23,22
BT222QX,35,18,17,12
BT222QY,37,17,20,12
BT222QZ,*,*,*,*
BT222RA,57,36,21,18
BT222RB,45,23,22,17
BT222RD,16,8,8,5
BT222RE,20,9,11,7
BT222RF,18,8,10,7
BT222RG,95,47,48,32
BT222RH,49,22,27,15
BT222RJ,54,26,28,24
BT222RL,136,68,68,52
BT222RN,15,6,9,8
BT222RP,128,59,69,61
BT222RQ,23,12,11,9
